,Ticker,Date,STD,LTD,EBITDA_Int,AltZ
861,MELI,2017-03-31,16.43,304.534,11.1756,7.6971
862,MELI,2016-12-31,11.583,301.94,10.7374,6.4599
863,MELI,2016-09-30,6.077000000000001,299.472,9.4315,7.7091
864,MELI,2016-06-30,0.782,296.691,5.8985,6.9123
865,PCAR,2019-06-30,3915.5,6761.4,0.0,2.6616
866,PCAR,2019-03-31,3439.1,6801.1,0.0,2.6438
867,PCAR,2018-12-31,3540.8,6409.7,0.0,2.4749
868,PCAR,2018-09-30,3002.2,6584.7,0.0,2.7104
869,PCAR,2018-06-30,3130.6,6077.1,0.0,2.6493
870,PCAR,2018-03-31,3234.2,5895.8,0.0,2.6294
871,PCAR,2017-12-31,2933.9,5945.5,0.0,2.604
872,PCAR,2017-09-30,2865.1,5966.9,0.0,2.5634
873,PCAR,2017-06-30,2888.9,5655.2,0.0,2.5084
874,PCAR,2017-03-31,2516.1,5849.4,0.0,2.6375
875,PCAR,2016-12-31,2447.5,6027.7,0.0,2.4758
876,PCAR,2016-09-30,2516.0,6014.3,0.0,2.3919
877,PCAR,2016-06-30,2426.3,6018.1,0.0,2.2435
878,CTRP,2019-03-31,37924.0,25064.0,0.0,2.4838
879,CTRP,2018-12-31,36011.0,24146.0,0.0,1.2817
880,CTRP,2018-09-30,36026.0,26062.0,0.0,2.3833
881,CTRP,2018-06-30,24462.0,29912.0,0.0,2.8612
882,CTRP,2018-03-31,20576.0,29072.0,0.0,1.9888
883,CTRP,2017-12-31,16316.0,29220.0,0.0,1.9206
884,CTRP,2017-09-30,14838.8038,33597.1704,0.0,2.1189
885,CTRP,2017-06-30,10587.1492,35595.9213,0.0,2.2483
886,CTRP,2017-03-31,10692.4214,34304.4143,0.0,2.1083
887,CTRP,2016-12-31,6887.3096,34650.6736,0.0,1.7701
888,CTRP,2016-09-30,13571.544,28018.488,0.0,1.9908
889,CTRP,2016-06-30,11329.1522,19737.5682,0.0,1.7556
890,GOLD,2019-06-30,303.0,5504.0,7.2661,0.9812
891,GOLD,2019-03-31,308.0,5499.0,7.7818,0.7789
892,GOLD,2018-12-31,43.0,5695.0,1.3818,0.3619
893,GOLD,2018-09-30,49.0,5696.0,2.5818,0.3498
894,GOLD,2018-06-30,680.0,5712.0,4.9478,0.5484
895,GOLD,2018-03-31,57.0,6344.0,7.265,0.759
896,GOLD,2017-12-31,59.0,6364.0,1.1652,0.9984
897,GOLD,2017-09-30,63.0,6384.0,6.9689999999999985,1.327
898,GOLD,2017-06-30,116.0,7328.0,15.2348,1.3635
899,GOLD,2017-03-31,120.0,7633.0,15.0889,1.2778
900,GOLD,2016-12-31,143.0,7788.0,9.7786,0.8716
901,GOLD,2016-09-30,153.0,8386.0,8.0822,0.3427
902,GOLD,2016-06-30,175.0,8825.0,6.2109,0.3714
903,ALGN,2019-06-30,16.144000000000002,59.14,0.0,15.8832
904,ALGN,2019-03-31,40.508,59.307,0.0,16.2208
905,ALGN,2018-12-31,0.0,0.0,0.0,14.9899
906,ALGN,2018-09-30,0.0,0.0,0.0,28.1
907,ALGN,2018-06-30,0.0,0.0,0.0,26.0455
908,ALGN,2018-03-31,0.0,0.0,0.0,20.8118
909,ALGN,2017-12-31,0.0,0.0,0.0,19.2845
910,ALGN,2017-09-30,0.0,0.0,0.0,19.5892
911,ALGN,2017-06-30,0.0,0.0,0.0,17.4709
912,ALGN,2017-03-31,0.0,0.0,0.0,15.4818
913,ALGN,2016-12-31,0.0,0.0,0.0,13.6024
914,ALGN,2016-09-30,0.0,0.0,0.0,13.729
915,ALGN,2016-06-30,0.0,0.0,0.0,13.4172
916,WLTW,2019-06-30,341.0,5225.0,7.1429,1.3039
917,WLTW,2019-03-31,345.0,5479.0,10.8148,1.213
918,WLTW,2018-12-31,186.0,4389.0,12.0556,1.2926
919,WLTW,2018-09-30,186.0,4498.0,3.8824,1.141
920,WLTW,2018-06-30,85.0,4589.0,4.9231,1.165
921,WLTW,2018-03-31,85.0,4507.0,8.8431,1.2236
922,WLTW,2017-12-31,85.0,4450.0,6.1837,1.2864
923,WLTW,2017-09-30,85.0,4493.0,3.6596,1.291
924,WLTW,2017-06-30,85.0,4097.0,5.8696,1.2574
925,WLTW,2017-03-31,120.0,3975.0,13.1304,1.2682
926,WLTW,2016-12-31,508.0,3357.0,6.1304,1.2926
927,WLTW,2016-09-30,519.0,3267.0,4.5111,1.1925
928,WLTW,2016-06-30,528.0,3281.0,6.4894,1.1304
929,MCHP,2019-06-30,1412.6,8812.0,3.7097,3.3195
930,MCHP,2019-03-31,1360.8,8946.2,3.8421,3.3047
931,MCHP,2018-12-31,0.0,10542.3,3.1875,3.5481
932,MCHP,2018-09-30,1335.0,9551.1,2.3355,3.1139
933,MCHP,2018-06-30,1329.8,10019.8,3.375,3.0454
934,MCHP,2018-03-31,1309.9,1758.4,7.9722,5.0559
935,MCHP,2017-12-31,0.0,3039.623,8.0443,5.0565
936,MCHP,2017-09-30,5.98,3011.8520000000008,7.6364,5.5036000000000005
937,MCHP,2017-06-30,11.255999999999998,2983.908,7.5434,5.0365
938,MCHP,2017-03-31,50.0,2900.5,6.7847,4.7344
939,MCHP,2016-12-31,0.0,3123.994,6.6312,4.5444
940,MCHP,2016-09-30,0.0,3105.433,4.9985,4.4427
941,MCHP,2016-06-30,0.0,3336.504000000001,1.5701,3.8283
942,VRSN,2019-06-30,3.88,1791.549,9.4095,-5.9503
943,VRSN,2019-03-31,3.1830000000000003,1790.608,9.3608,-6.4935
944,VRSN,2018-12-31,0.0,1785.047,9.0962,-7.3396
945,VRSN,2018-09-30,0.0,1784.417,9.1579,-7.4152
946,VRSN,2018-06-30,0.0,1783.7879999999998,7.1231,-7.8835
947,VRSN,2018-03-31,630.8240000000002,1783.159,4.843,-5.3338
948,VRSN,2017-12-31,627.616,1782.529,4.6617,-5.3852
949,VRSN,2017-09-30,624.474,1781.912,5.1264,-5.6041
950,VRSN,2017-06-30,628.908,1238.107,6.4294,-7.6702
951,VRSN,2017-03-31,625.893,1237.648,6.4905,-7.9335
952,VRSN,2016-12-31,629.764,1237.189,6.3079,-8.1442
953,VRSN,2016-09-30,626.862,1236.731,6.5519,-8.295
954,VRSN,2016-06-30,632.308,1236.272,6.612,-8.0631
955,VRSK,2019-06-30,120.0,2688.3,10.1508,10.1866
956,VRSK,2019-03-31,217.5,2673.8,9.2257,9.4401
957,VRSK,2018-12-31,672.8,2050.5,8.9358,10.3265
958,VRSK,2018-09-30,542.3,2044.9,8.7654,10.8826
959,VRSK,2018-06-30,736.9,2044.2,8.9592,9.2967
960,VRSK,2018-03-31,740.9,2041.1,8.1768,8.6195
961,VRSK,2017-12-31,724.4,2284.4,8.5514,8.8483
962,VRSK,2017-09-30,602.9,2278.8,8.8977,9.0055
963,VRSK,2017-06-30,126.8,2276.6,8.7965,10.0564
964,VRSK,2017-03-31,6.6,2281.0,8.5845,10.2145
965,VRSK,2016-12-31,106.8,2280.2,8.3138,10.3754
966,VRSK,2016-09-30,6.899,2279.443,8.9142,10.7935
967,VRSK,2016-06-30,2.256,2273.032,7.7587,10.4213
968,LULU,2019-05-05,127.18,537.758,0.0,16.1918
969,LULU,2019-02-03,0.0,0.0,0.0,22.1586
970,LULU,2018-10-28,0.0,0.0,0.0,22.7702
971,LULU,2018-07-29,0.0,0.0,0.0,21.4991
972,LULU,2018-04-29,0.0,0.0,0.0,27.0779
973,LULU,2018-01-28,0.0,0.0,0.0,19.8298
974,LULU,2017-10-29,0.0,0.0,0.0,20.9674
975,LULU,2017-07-30,0.0,0.0,0.0,21.5754
976,LULU,2017-04-30,0.0,0.0,0.0,20.5447
977,LULU,2017-01-29,0.0,0.0,0.0,22.542
978,LULU,2016-10-30,0.0,0.0,0.0,21.7197
979,LULU,2016-07-31,0.0,0.0,0.0,28.8163
980,UAL,2019-06-30,2009.0,18174.0,13.4235,1.63
981,UAL,2019-03-31,1973.0,18115.0,7.8675,1.5674
982,UAL,2018-12-31,2072.0,17715.0,7.2353,1.6446
983,UAL,2018-09-30,1046.0,13334.0,10.4556,1.8769
984,UAL,2018-06-30,1004.0,13499.0,11.1457,1.7125
985,UAL,2018-03-31,1779.0,13185.0,5.4583,1.7086
986,UAL,2017-12-31,1693.0,12699.0,8.5948,1.7896
987,UAL,2017-09-30,1641.0,12302.0,11.3691,1.8044
988,UAL,2017-06-30,1551.0,11612.0,13.5137,1.9322
989,UAL,2017-03-31,829.0,12014.0,6.0288,1.8798
990,UAL,2016-12-31,965.0,10740.0,12.1694,1.9945
991,UAL,2016-09-30,1093.0,10364.0,16.3615,1.9425
992,UAL,2016-06-30,1400.0,10015.0,10.8462,1.8374
993,INFO,2019-05-31,364.3,4893.5,5.8161000000000005,6.9212
994,INFO,2019-02-28,484.9,5111.4,4.7429,6.2956
995,INFO,2018-11-30,789.9,4889.2,4.5208,6.4626
996,INFO,2018-08-31,1166.3,4893.8,5.3175,6.0676
997,INFO,2018-05-31,105.8,4353.7,5.6401,5.4361
998,INFO,2018-02-28,90.9,4186.1,5.8423,6.7504
999,INFO,2017-11-30,576.0,3617.3,6.1732,6.2742
1000,INFO,2017-08-31,561.1,3424.7,6.5855,6.3738
1001,INFO,2017-05-31,561.2,3423.2,6.8859,5.72
1002,INFO,2017-02-28,582.9,3131.5,6.8082,5.07
1003,INFO,2016-11-30,104.6,3279.3,6.7372,5.606
1004,INFO,2016-08-31,126.0,3140.0,2.0548,5.2454
1005,CTAS,2019-05-31,312.264,2537.507,15.8318,8.3422
1006,CTAS,2019-02-28,217.5,2536.958,13.8182,8.1655
1007,CTAS,2018-11-30,173.5,2536.408,14.6309,7.7185
1008,CTAS,2018-08-31,0.0,2535.859,14.4636,8.6292
1009,CTAS,2018-05-31,0.0,2535.309,13.6948,8.3529
1010,CTAS,2018-02-28,187.5,2534.76,10.2732,7.8748
1011,CTAS,2017-11-30,300.0,2534.222,10.4892,7.0939
1012,CTAS,2017-08-31,307.45,2533.672,10.4762,6.8981
1013,CTAS,2017-05-31,362.9,2770.6240000000007,5.3359,6.3863
1014,CTAS,2017-02-28,399.351,745.189,17.2791,8.9649
1015,CTAS,2016-11-30,66.0,1044.8339999999996,18.417,8.8154
1016,CTAS,2016-08-31,163.8,1044.628,17.4361,8.9724
1017,FITB,2019-06-30,1136.0,16334.0,0.0,0.0
1018,FITB,2019-03-31,4034.0,15953.0,0.0,0.0
1019,FITB,2018-12-31,2498.0,14426.0,0.0,0.0
1020,FITB,2018-09-30,3430.0,14460.0,0.0,0.0
1021,FITB,2018-06-30,2360.0,14321.0,0.0,0.0
1022,FITB,2018-03-31,1513.0,14800.0,0.0,0.0
1023,FITB,2017-12-31,4186.0,14904.0,0.0,0.0
1024,FITB,2017-09-30,5806.0,14039.0,0.0,0.0
1025,FITB,2017-06-30,5506.0,13456.0,0.0,0.0
1026,FITB,2017-03-31,2170.0,13658.0,0.0,0.0
1027,FITB,2016-12-31,3667.0,14388.0,0.0,0.0
1028,FITB,2016-09-30,3620.0,16890.0,0.0,0.0
1029,FITB,2016-06-30,4087.0,16231.0,0.0,0.0
1030,CHKP,2019-06-30,0.0,0.0,0.0,9.0479
1031,CHKP,2019-03-31,0.0,0.0,0.0,9.6429
1032,CHKP,2018-12-31,0.0,0.0,0.0,8.5628
1033,CHKP,2018-09-30,0.0,0.0,0.0,9.8277
1034,CHKP,2018-06-30,0.0,0.0,0.0,8.8581
1035,CHKP,2018-03-31,0.0,0.0,0.0,9.1028
1036,CHKP,2017-12-31,0.0,0.0,0.0,9.1888
1037,CHKP,2017-09-30,0.0,0.0,0.0,10.1798
1038,CHKP,2017-06-30,0.0,0.0,0.0,9.8224
1039,CHKP,2017-03-31,0.0,0.0,0.0,10.0138
1040,CHKP,2016-12-31,0.0,0.0,0.0,8.7081
1041,CHKP,2016-09-30,0.0,0.0,0.0,8.887599999999997
1042,CHKP,2016-06-30,0.0,0.0,0.0,8.9917
