,Ticker,Date,CR,QR,IntT,Wcap
500,TSLA,2016-12-31,0.5823,0.6679999999999999,3.2289,706.255
501,TSLA,2016-09-30,0.7555,0.8356,3.1379,325.182
502,TSLA,2016-06-30,0.8619,0.9093,2.5451,673.323
503,BIIB,2019-06-30,0.9194,1.5297,2.3737,2359.2
504,BIIB,2019-03-31,1.2415,1.9049,2.3748,2481.1
505,BIIB,2018-12-31,1.0737,1.6680000000000001,1.9822,2517.9
506,BIIB,2018-09-30,1.3948,2.0302,1.9098,2591.6
507,BIIB,2018-06-30,1.0228,1.6417000000000002,1.8694,2587.0
508,BIIB,2018-03-31,1.8768,2.4921,1.8665,2484.2
509,BIIB,2017-12-31,1.0952,1.6258,1.7119,2294.2
510,BIIB,2017-09-30,1.0174,1.4719,1.4867,2276.0
511,BIIB,2017-06-30,0.856,1.3383,1.5999,2236.4
512,BIIB,2017-03-31,0.9625,1.4642,1.6438,2106.7
513,BIIB,2016-12-31,1.4314,1.8529,1.5606,2163.4
514,BIIB,2016-09-30,1.7266,2.3138,1.485,2203.5
515,BIIB,2016-06-30,1.5089,2.0228,1.4232,2063.5
516,MAR,2019-06-30,0.0505,0.4644,0.0,1401.0
517,MAR,2019-03-31,0.0441,0.4234,0.0,1473.0
518,MAR,2018-12-31,0.0491,0.3805,0.0,1366.0
519,MAR,2018-09-30,0.0616,0.4211,0.0,1416.0
520,MAR,2018-06-30,0.062,0.4302,0.0,1340.0
521,MAR,2018-03-31,0.1084,0.4327,0.0,1332.0
522,MAR,2017-12-31,0.066,0.4057,0.0,1190.0
523,MAR,2017-09-30,0.0906,0.4319,0.0,1181.0
524,MAR,2017-06-30,0.0929,0.4292,0.0,1154.0
525,MAR,2017-03-31,0.1413,0.4767,0.0,1091.0
526,MAR,2016-12-31,0.1667,0.496,0.0,1008.0
527,MAR,2016-09-30,0.2062,0.5322,0.0,1038.0
528,MAR,2016-06-30,0.2093,0.5644,0.0,531.0
529,JD,2019-06-30,0.4093,0.4694,9.7921,-39457.685
530,JD,2019-03-31,0.333,0.4053,11.102,-24817.877
531,JD,2018-12-31,0.3003,0.3922,9.2398,-24844.946
532,JD,2018-09-30,0.3219,0.4512,9.8788,-22566.783
533,JD,2018-06-30,0.3598,0.4887,9.6125,-26906.037
534,JD,2018-03-31,0.4412,0.5914,10.5703,-10000.843
535,JD,2017-12-31,0.2899,0.4282,8.8236,-16278.182
536,JD,2017-09-30,0.3415,0.5075,9.6509,-12978.478
537,JD,2017-06-30,0.3706,0.5513,9.5974,-16537.25
538,JD,2017-03-31,0.4043,0.5672,10.1371,1190.077
539,JD,2016-12-31,0.2111,0.3652,8.9518,-985.452
540,JD,2016-09-30,0.419,0.5855,10.0678,-4109.144
541,JD,2016-06-30,0.534,0.7243,8.9464,-756.5160000000002
542,WDAY,2019-04-30,0.7744,0.9966,0.0,507.697
543,WDAY,2019-01-31,0.7317,1.0216,0.0,675.587
544,WDAY,2018-10-31,0.7696,1.006,0.0,457.265
545,WDAY,2018-07-31,1.5597,1.7987,0.0,424.586
546,WDAY,2018-04-30,1.5322,1.6934,0.0,323.96
547,WDAY,2018-01-31,1.5872000000000002,1.8438,0.0,507.21
548,WDAY,2017-10-31,1.8354,2.0351,0.0,313.472
549,WDAY,2017-07-31,1.2512,1.4723,0.0,330.6090000000001
550,WDAY,2017-04-30,1.6408,1.8718,0.0,269.712
551,WDAY,2017-01-31,1.5536,1.8724,0.0,382.956
552,WDAY,2016-10-31,1.7586,2.0261,0.0,262.73400000000004
553,WDAY,2016-07-31,2.0688,2.3394,0.0,253.349
554,CTSH,2019-06-30,1.0634,2.2624,0.0,3132.0
555,CTSH,2019-03-31,1.3485,2.5901,0.0,3115.0
556,CTSH,2018-12-31,1.6244,2.7973,0.0,3042.0
557,CTSH,2018-09-30,1.7687,2.9521,0.0,2964.0
558,CTSH,2018-06-30,1.6740000000000002,2.9369,0.0,2987.0
559,CTSH,2018-03-31,1.9563,3.2301,0.0,2852.0
560,CTSH,2017-12-31,1.7809,2.7901,0.0,2655.0
561,CTSH,2017-09-30,1.8127,2.9238,0.0,2703.0
562,CTSH,2017-06-30,1.8128,2.9226,0.0,2501.0
563,CTSH,2017-03-31,1.6534,2.6762,0.0,2455.0
564,CTSH,2016-12-31,2.1377,3.1948,0.0,2381.0
565,CTSH,2016-09-30,2.1118,3.195,0.0,2320.6
566,CTSH,2016-06-30,2.1138,3.2588,0.0,2262.9
567,ADI,2019-05-04,0.5228,1.0253,3.4485,1085.82
568,ADI,2019-02-02,0.7128,1.5525,3.4651,1084.389
569,ADI,2018-11-03,0.5807,1.0357,3.5009,965.558
570,ADI,2018-08-04,0.5770000000000001,1.1079,3.7356,1058.71
571,ADI,2018-05-05,0.5629,1.093,3.6507,1097.51
572,ADI,2018-02-03,0.6692,1.2432,4.7663,1046.374
573,ADI,2017-10-28,0.6564,1.088,4.4123,1003.14
574,ADI,2017-07-29,0.8252,1.4541,4.052,984.12
575,ADI,2017-04-29,1.1356,1.2513,2.8219,1087.966
576,ADI,2017-01-28,7.7832,8.3654,3.2139,681.444
577,ADI,2016-10-29,5.1802,5.7903,3.0277,682.725
578,ADI,2016-07-30,5.6041,6.2714,2.9242,684.831
579,REGN,2019-06-30,1.5584,2.992,0.4981,3529.1
580,REGN,2019-03-31,2.1387,3.6639,0.4913,3274.4
581,REGN,2018-12-31,1.9475,3.5023,0.4625,3176.2
582,REGN,2018-09-30,1.5468,3.1012,0.5027,3070.263
583,REGN,2018-06-30,1.2647,2.7966,0.5617,2795.894
584,REGN,2018-03-31,1.2838,2.8196,0.6647,2556.718
585,REGN,2017-12-31,1.2413,2.98,0.7055,2522.2
586,REGN,2017-09-30,1.2111,2.9425,0.7415,2459.091
587,REGN,2017-06-30,1.2321,3.0246,0.7031,2247.495
588,REGN,2017-03-31,0.9991,2.3364,0.7069,2074.323
589,REGN,2016-12-31,0.8366,2.1348,0.9396,1875.992
590,REGN,2016-09-30,1.4653,3.1755,1.2525,1864.995
591,REGN,2016-06-30,1.0984,2.9395,1.6444,1966.323
592,AMAT,2019-07-28,0.9408,1.5678,2.3091,3557.0
593,AMAT,2019-04-28,1.005,1.633,2.4465,5038.0
594,AMAT,2019-01-27,0.9831,1.6303,2.72,5169.0
595,AMAT,2018-10-28,1.0275,1.6198,2.8456,5048.0
596,AMAT,2018-07-29,0.9218,1.5886,2.8705,5469.0
597,AMAT,2018-04-29,1.1686,1.7504,2.9539999999999997,4995.0
598,AMAT,2018-01-28,1.6945,2.1905,3.1213,4266.0
599,AMAT,2017-10-29,1.7682,2.3363,3.2149,4323.0
600,AMAT,2017-07-30,1.6543,2.1709,3.1501,4199.0
601,AMAT,2017-04-30,1.6461,2.2272,3.2235,4061.0
602,AMAT,2017-01-29,1.089,1.7111,3.3071,3783.0
603,AMAT,2016-10-30,1.0322,1.6597,3.2521,3516.0
604,AMAT,2016-07-31,1.1019,1.7267,3.0943,3161.0
605,KHC,2019-06-29,0.1862,0.449,5.5288,970.0
606,KHC,2019-03-30,0.1375,0.3896,5.511,944.0
607,KHC,2018-12-29,0.1506,0.4344,6.3929,643.0
608,KHC,2018-10-01,,,,
609,KHC,2018-09-29,0.1792,0.4458,5.4255,1008.0
610,KHC,2018-06-30,0.3706,0.5851,5.5273,785.0
611,KHC,2018-03-31,0.1737,0.2748,5.4325,-53.0
612,KHC,2017-12-31,,,,
613,KHC,2017-12-30,0.1604,0.2511,6.2612,-681.0
614,KHC,2017-09-30,0.1525,0.2517,5.4901,201.0
615,KHC,2017-07-01,0.1951,0.3264,5.792000000000002,180.0
616,KHC,2017-04-01,0.3363,0.4334,5.7137,172.0
617,KHC,2016-12-31,0.4425,0.5234,6.4708,-543.0
618,KHC,2016-10-02,0.4164,0.5072,5.6571,507.0
619,KHC,2016-07-03,0.4417,0.5578,,1035.0
620,ADSK,2019-04-30,0.4377,0.5585,0.0,170.1
621,ADSK,2019-01-31,0.4144,0.6205,0.0,372.7
622,ADSK,2018-10-31,0.5429999999999999,0.6987,0.0,220.4
623,ADSK,2018-07-31,0.6108,0.7332,0.0,152.2
624,ADSK,2018-04-30,0.6979,0.8095,0.0,103.2
625,ADSK,2018-01-31,0.6232,0.8296,0.0,343.5
626,ADSK,2017-10-31,0.8308,1.0067,0.0,214.5
627,ADSK,2017-07-31,1.0035,1.1596,0.0,172.6
628,ADSK,2017-04-30,0.8837,0.9967,0.0,138.1
629,ADSK,2017-01-31,0.8694,1.0763,0.0,358.8
630,ADSK,2016-10-31,1.2324,1.395,0.0,157.0
631,ADSK,2016-07-31,1.324,1.5208,0.0,196.6
632,ROST,2019-05-04,0.5269,0.5738,5.8803,639.197
633,ROST,2019-02-02,0.7031,0.7512,6.3241,670.049
634,ROST,2018-11-03,0.599,0.6513,5.5817,702.8760000000002
635,ROST,2018-08-04,0.7011,0.7626,6.3392,635.476
636,ROST,2018-05-05,0.6184,0.6704,5.8649,705.7360000000001
637,ROST,2018-02-03,0.6701,0.7157,6.3669,669.7589999999999
638,ROST,2017-10-28,0.5567,0.6068,5.3605,653.6759999999998
639,ROST,2017-07-29,0.6293,0.6858,5.9943,538.845
640,ROST,2017-04-29,0.6421,0.6941,6.0309,517.571
641,ROST,2017-01-28,0.6343,0.6772,6.2577,566.305
642,ROST,2016-10-29,0.4659,0.5143,5.2074,705.9639999999998
643,ROST,2016-07-30,0.5305,0.5859,5.7447,531.512
644,NTES,2019-06-30,1.6371,1.7696,8.7948,5851.928000000001
645,NTES,2019-03-31,1.4299,1.5698,8.681799999999999,6399.222
646,NTES,2018-12-31,1.4231,1.5453,7.3866,6921.505
647,NTES,2018-09-30,1.2811,1.4191,,8285.83
648,NTES,2018-06-30,1.4898,1.6202,11.5049,7231.882
649,NTES,2018-03-31,1.5545,1.714,11.8147,7201.458000000001
650,NTES,2017-12-31,1.8152,1.9676,7.9935,6652.123000000001
651,NTES,2017-09-30,2.0243,2.1865,,1190.645
652,NTES,2017-06-30,2.0377,2.2063,,1505.307
653,NTES,2017-03-31,1.9886,2.171,,2103.763
654,NTES,2016-12-31,1.8973,2.1189,13.7861,4433.24
655,NTES,2016-09-30,2.1488,2.3342,,1899.762
656,NTES,2016-06-30,2.2002,2.3947,,1765.549
657,ATVI,2019-06-30,2.8017,3.0793,57.0976,321.0
658,ATVI,2019-03-31,2.0462,2.305,55.5862,473.0
659,ATVI,2018-12-31,1.5992,1.9909,56.5618,825.0
660,ATVI,2018-09-30,1.3887,1.6579000000000002,18.5672,503.0
661,ATVI,2018-06-30,2.3578,2.5607,58.092,287.0
662,ATVI,2018-03-31,1.7824,1.9296,57.2889,301.0
663,ATVI,2017-12-31,1.2867,1.5373,52.6526,641.0
664,ATVI,2017-09-30,1.4969,1.8686,21.9911,669.0
665,ATVI,2017-06-30,1.8572,2.0612,33.8069,248.0
666,ATVI,2017-03-31,1.4506,1.6042999999999998,32.9536,242.0
667,ATVI,2016-12-31,1.2218,1.4974,27.0508,559.0
668,ATVI,2016-09-30,1.0886,1.2091,11.6856,366.0
669,ATVI,2016-06-30,1.0365,1.2474,18.6161,380.0
670,FISV,2019-06-30,4.1095,4.591,0.0,882.0
671,FISV,2019-03-31,0.2132,0.7057,0.0,946.0
672,FISV,2018-12-31,0.2065,0.7284,0.0,922.0
673,FISV,2018-09-30,0.2901,0.6991,0.0,852.0
674,FISV,2018-06-30,0.2103,0.7734,0.0,837.0
675,FISV,2018-03-31,0.227,0.7487,0.0,797.0
676,FISV,2017-12-31,0.1677,0.6821,0.0,917.0
677,FISV,2017-09-30,0.1757,0.6611,0.0,815.0
678,FISV,2017-06-30,0.1752,0.6702,0.0,760.0
679,FISV,2017-03-31,0.1721,0.6531,0.0,778.0
680,FISV,2016-12-31,0.1648,0.6604,0.0,792.0
681,FISV,2016-09-30,0.1957,0.7319,0.0,757.0
682,FISV,2016-06-30,0.1811,0.7404,0.0,741.0
683,XLNX,2019-06-29,5.7998,6.4153,3.5486,521.3380000000002
684,XLNX,2019-03-30,6.6851,7.3907,3.4668,533.0319999999998
685,XLNX,2018-12-29,3.6413,4.0184,3.4337,530.78
686,XLNX,2018-09-29,3.5217,3.9221,3.5091,509.526
687,XLNX,2018-06-30,3.5691,4.0538,3.2863,598.415
688,XLNX,2018-03-31,3.7805,4.1996,3.2106,519.3240000000002
689,XLNX,2017-12-30,7.6592,8.4128,3.4236,480.409
690,XLNX,2017-09-30,8.4122,9.09,3.5921,413.911
691,XLNX,2017-07-01,8.2931,8.902999999999997,3.5603,377.233
692,XLNX,2017-04-01,3.702,3.9739,3.4923,362.655
693,XLNX,2016-12-31,3.2218,3.5592,3.4746,428.15
694,XLNX,2016-10-01,3.4975,3.7257,3.4081,321.444
695,XLNX,2016-07-02,3.3461,3.5525,3.2603,298.978
696,EBAY,2019-06-30,0.8595,1.0125,0.0,494.0
697,EBAY,2019-03-31,0.9869,1.146,0.0,465.0
698,EBAY,2018-12-31,1.1035,1.2634,0.0,426.0
699,EBAY,2018-09-30,1.2077,1.3977,0.0,536.0
700,EBAY,2018-06-30,1.5364,1.8221,0.0,492.0
701,EBAY,2018-03-31,1.8715,2.1375,0.0,431.0
702,EBAY,2017-12-31,1.6474,1.8429,0.0,366.0
703,EBAY,2017-09-30,1.8903,2.0865,0.0,366.0
704,EBAY,2017-06-30,1.9619,2.0966,0.0,335.0
705,EBAY,2017-03-31,1.5236,1.6571,0.0,296.0
706,EBAY,2016-12-31,1.8583,2.0122,0.0,309.0
707,EBAY,2016-09-30,2.1379,2.3043,0.0,348.0
708,EBAY,2016-06-30,3.6655,3.9501,0.0,324.0
709,ERIC,2019-06-30,0.4499,0.8496,4.4263,50812.0
710,ERIC,2019-03-31,0.3982,0.828,4.6495,54666.0
711,ERIC,2018-12-31,0.4058,0.8826,5.2056,52248.0
712,ERIC,2018-09-30,0.4137,0.8279,4.435,44417.0
713,ERIC,2018-06-30,0.4335,0.9659,4.437,26232.0
714,ERIC,2018-03-31,0.4064,0.9451,4.6294,28041.0
715,ERIC,2017-12-31,0.428,0.9289,5.5087,49085.0
716,ERIC,2017-09-30,0.3689,1.0648,4.7918,70961.0
717,ERIC,2017-06-30,0.353,1.0617,4.6697,73818.0
718,ERIC,2017-03-31,0.4458,1.1031,4.8867,76693.0
719,ERIC,2016-12-31,0.4989,1.0047,5.2034,56757.0
720,ERIC,2016-09-30,0.4972,1.3402,4.6722,85521.0
721,ERIC,2016-06-30,0.5366,1.3176,4.7006,81944.0
722,ALXN,2019-06-30,2.0258,3.1151,0.7776,1618.2
723,ALXN,2019-03-31,1.7537,2.8305,0.7851,1498.5
724,ALXN,2018-12-31,1.332,2.1176,0.8024,1394.8
725,ALXN,2018-09-30,1.4942,2.3801,0.9662,1290.7
726,ALXN,2018-06-30,1.127,1.9444,1.1189,1258.1
727,ALXN,2018-03-31,1.6888999999999998,2.5134,1.1186,1176.1
728,ALXN,2017-12-31,1.5476,2.3103,1.0878,1116.1
729,ALXN,2017-09-30,1.5730000000000002,2.2984,0.9382,1111.0
730,ALXN,2017-06-30,1.6869,2.5164,0.7872,1069.0
731,ALXN,2017-03-31,1.7467,2.5352,0.7757,995.0
732,ALXN,2016-12-31,1.5718,2.3612,0.7751,960.2
733,ALXN,2016-09-30,1.2693,1.9236,0.8272,995.046
734,ALXN,2016-06-30,1.7921,2.7175,0.8191,910.166
735,PAYX,2019-05-31,0.1471,0.2339,0.0,344.6
736,PAYX,2019-02-28,0.1118,0.2371,0.0,747.1
737,PAYX,2018-11-30,0.1762,0.3069,0.0,492.0
738,PAYX,2018-08-31,0.1189,0.2406,0.0,472.6
739,PAYX,2018-05-31,0.0801,0.1508,0.0,300.9
740,PAYX,2018-02-28,0.0911,0.2102,0.0,478.6
741,PAYX,2017-11-30,0.0615,0.1697,0.0,536.8
742,PAYX,2017-08-31,0.0675,0.1662,0.0,464.0
743,PAYX,2017-05-31,0.0684,0.1758,0.0,450.3
744,PAYX,2017-02-28,0.0766,0.1581,0.0,374.0
745,PAYX,2016-11-30,0.0774,0.2172,0.0,480.3
746,PAYX,2016-08-31,0.1272,0.2513,0.0,434.4
747,AMD,2019-06-29,0.6253,1.3642,4.0057,1520.0
748,AMD,2019-03-30,0.6769,1.3804,4.4659,1712.0
749,AMD,2018-12-29,0.5827,1.2051,5.2346,1552.0
750,AMD,2018-09-29,0.5623,1.205,5.2663,1437.0
751,AMD,2018-06-30,0.5262,1.1247,5.1232,1348.0
752,AMD,2018-03-31,0.6158,1.0507,4.7825,997.0
753,AMD,2017-12-31,,,,
754,AMD,2017-12-30,0.7832,1.0833,4.7972,764.0
755,AMD,2017-09-30,0.5525,1.0371,4.3103,1093.0
756,AMD,2017-07-01,0.5825,1.0062,4.5812,964.0
757,AMD,2017-04-01,0.6873,1.0474,4.6935,804.0
758,AMD,2016-12-31,0.9391,1.1701,4.641,622.0
759,AMD,2016-09-24,0.8540000000000001,1.2885,4.167,830.0
760,AMD,2016-06-25,0.6053,1.0297,3.5901,798.0
761,LRCX,2019-06-30,2.2901,2.9038,3.0999,2995.6620000000007
762,LRCX,2019-03-31,2.1888,2.7314,3.4152,2728.328
763,LRCX,2018-12-23,1.6778,2.5402,3.649,3228.207000000001
764,LRCX,2018-09-23,1.2811,1.9348,3.6569,3336.636
765,LRCX,2018-06-24,1.5711,2.2622,3.803,3542.115
766,LRCX,2018-03-25,1.6424,2.1699,3.9213,3144.848
767,LRCX,2017-12-24,1.4571,2.0397,4.087,3364.691
768,LRCX,2017-09-24,2.217,2.7659,4.2682,2387.254
769,LRCX,2017-06-25,2.0478,2.615,4.0006,2441.6710000000007
770,LRCX,2017-03-26,2.1343,2.7278,3.8506,2295.871
771,LRCX,2016-12-25,2.1946,2.7312,3.7309,2000.085
772,LRCX,2016-09-25,2.9017,3.4207,3.5769,1872.155
773,LRCX,2016-06-26,2.8237,3.3457,3.4115,1885.857
774,MNST,2019-06-30,1.7665,2.7419,5.5495,695.067
775,MNST,2019-03-31,1.3979,2.3432,5.4395,629.525
776,MNST,2018-12-31,1.5939,2.3999,5.667999999999998,513.464
777,MNST,2018-09-30,1.785,2.6816,6.0852,581.75
778,MNST,2018-06-30,1.4177,2.3824,5.9112,612.196
779,MNST,2018-03-31,2.0534,3.037,5.9366,567.799
780,MNST,2017-12-31,2.1443,2.9463,5.8957,459.216
781,MNST,2017-09-30,1.8336,2.729,6.1927,518.952
782,MNST,2017-06-30,1.9629,2.9184,6.167000000000002,484.162
783,MNST,2017-03-31,1.6723,2.7548,6.5926,501.75
784,MNST,2016-12-31,1.271,2.2226,6.9627,416.516
785,MNST,2016-09-30,1.2677,2.256,6.6791,462.798
786,MNST,2016-06-30,0.9633,1.8993,6.1919,456.841
787,EA,2019-06-30,3.1436,3.343,,273.0
788,EA,2019-03-31,2.404,2.6790000000000003,,510.0
789,EA,2018-12-31,2.4694,2.855,,736.0
790,EA,2018-09-30,2.7562,3.342,,798.0
791,EA,2018-06-30,3.3955,3.6489,,324.0
792,EA,2018-03-31,2.1401,2.2947,,337.0
793,EA,2017-12-31,1.5719,1.8571,71.2,795.0
794,EA,2017-09-30,1.9168,2.2742,50.44,625.0
795,EA,2017-06-30,2.7439999999999998,2.8803,97.9231,184.0
796,EA,2017-03-31,1.8766,2.0253,,272.0
797,EA,2016-12-31,1.4365,1.6364,34.3377,557.0
798,EA,2016-09-30,1.5932,1.9459,24.1429,567.0
799,EA,2016-06-30,2.077,2.2261,45.3333,228.0
800,NXPI,2019-06-30,1.0158,1.2772,3.5927,1154.0
801,NXPI,2019-03-31,0.672,0.9172,3.5963000000000003,1226.0
802,NXPI,2018-12-31,0.8239,1.0579,3.6231,1072.0
803,NXPI,2018-09-30,0.5406,0.7756,3.7043,1180.0
804,NXPI,2018-07-01,1.6114000000000002,2.0384,3.6685,1044.0
805,NXPI,2018-04-01,1.2585,1.5084,3.843,1058.0
806,NXPI,2017-12-31,1.305,1.6284,3.9481,969.0
807,NXPI,2017-10-01,1.1339,1.4724,3.9847,1068.0
808,NXPI,2017-07-02,0.9735,1.3106,4.0827,1025.0
809,NXPI,2017-04-02,1.0838,1.5598,3.8012,1152.0
810,NXPI,2016-12-31,0.7785,1.203,3.629,1173.0
811,NXPI,2016-10-02,0.6122,1.0636,5.4598,1409.0
812,NXPI,2016-07-03,0.515,0.9336,4.8487,1379.0
813,XEL,2019-06-30,0.0698,0.3417,9.4708,802.0
814,XEL,2019-03-31,0.0212,0.391,10.286,927.0
815,XEL,2018-12-31,0.033,0.3951,8.171,926.0
816,XEL,2018-09-30,0.0555,0.4479,8.1473,845.0
817,XEL,2018-06-30,0.0795,0.428,8.8012,875.0
818,XEL,2018-03-31,0.0281,0.3855,9.1546,938.0
819,XEL,2017-12-31,0.0203,0.4022,7.598,928.0
820,XEL,2017-09-30,0.0502,0.4793,7.5593,1057.455
821,XEL,2017-06-30,0.0166,0.3873,8.7767,936.279
822,XEL,2017-03-31,0.02,0.3804,8.8608,994.268
823,XEL,2016-12-31,0.0262,0.49,7.4007,1065.0
824,XEL,2016-09-30,0.1023,0.4851,6.9736,1020.474
825,XEL,2016-06-30,0.0219,0.3867,8.2464,884.084
826,SIRI,2019-06-30,0.0659,0.2583,153.8792,-457.0
827,SIRI,2019-03-31,0.0193,0.204,135.0335,-460.0
828,SIRI,2018-12-31,0.0194,0.1026,108.9042,-479.895
829,SIRI,2018-09-30,0.0164,0.1037,109.9712,-533.812
830,SIRI,2018-06-30,0.0216,0.1055,117.399,-605.258
831,SIRI,2018-03-31,0.0284,0.1168,124.6629,262.132
832,SIRI,2017-12-31,0.0245,0.1101,103.6429,261.926
833,SIRI,2017-09-30,0.0274,0.1113,82.4135,-489.312
834,SIRI,2017-06-30,0.0162,0.1048,89.4317,253.933
835,SIRI,2017-03-31,0.0895,0.1804,104.4959,251.32
836,SIRI,2016-12-31,0.0802,0.1637,93.4562,243.392
837,SIRI,2016-09-30,0.1972,0.2777,69.8347,261.449
838,SIRI,2016-06-30,0.1877,0.2764,73.3042,251.656
839,TEAM,2019-06-30,0.7355,0.7709,0.0,-76.962
840,TEAM,2019-03-31,3.1429,3.2559,0.0,-84.13
841,TEAM,2018-12-31,3.2068,3.3457,0.0,46.136
842,TEAM,2018-09-30,3.9914,4.1063,0.0,32.543
843,TEAM,2018-06-30,3.8964,4.0002,0.0,29.022
844,TEAM,2018-03-31,1.8398,1.9324,0.0,17.402
845,TEAM,2017-12-31,1.8275,1.9224,0.0,35.273
846,TEAM,2017-09-30,1.7663,1.8541,0.0,14.697
847,TEAM,2017-06-30,1.6824,1.7644,0.0,14.343
848,TEAM,2017-03-31,1.656,1.7431,0.0,-44.9
849,TEAM,2016-12-31,3.0693,3.1758,0.0,27.608
850,TEAM,2016-09-30,3.1802,3.2430000000000003,0.0,5.228
851,TEAM,2016-06-30,3.1421,3.2065,0.0,5.6720000000000015
852,MELI,2019-06-30,2.0062,2.0339,132.2546,-268.578
853,MELI,2019-03-31,2.3588,2.3865,258.0336,-209.24
854,MELI,2018-12-31,0.7733,0.8035,207.4135,-203.542
855,MELI,2018-09-30,1.1072,1.1346,138.9345,-196.463
856,MELI,2018-06-30,0.5729,0.601,137.6819,-190.693
857,MELI,2018-03-31,0.4695,0.4971,292.2198,-195.042
858,MELI,2017-12-31,0.6174,0.6465,272.1479,-168.78099999999995
859,MELI,2017-09-30,0.7734,0.8081,235.7517,-150.684
860,MELI,2017-06-30,0.8712,0.9078,387.2451,-128.656
861,MELI,2017-03-31,0.8885,0.9263,828.4272,-83.978
862,MELI,2016-12-31,0.8454,0.8895,464.2098,-68.607
863,MELI,2016-09-30,0.9503,1.0129,363.9593,-63.496
864,MELI,2016-06-30,0.9363,1.0311,502.5636,-45.023
865,PCAR,2019-06-30,0.5439,0.7585,15.81,3047.8
866,PCAR,2019-03-31,0.5231,0.7545,16.9214,3008.8
867,PCAR,2018-12-31,0.5723,0.7411,18.089,1194.2
868,PCAR,2018-09-30,0.5785,0.8162,16.2027,2900.6
869,PCAR,2018-06-30,0.5249,0.7543,16.6265,2805.4
870,PCAR,2018-03-31,0.5249,0.7421,18.3975,2537.1
871,PCAR,2017-12-31,0.5839,0.7603,19.0539,901.6
872,PCAR,2017-09-30,0.561,0.778,16.1712,2306.8
873,PCAR,2017-06-30,0.5291,0.746,16.2803,2166.3
874,PCAR,2017-03-31,0.5612,0.7776,17.0385,1917.8
875,PCAR,2016-12-31,0.6009,0.7704,17.924,651.4
876,PCAR,2016-09-30,0.5527,0.7505,16.3219,1850.0
877,PCAR,2016-06-30,0.5842,0.7632,16.9176,1895.1
878,CTRP,2019-03-31,0.8116,0.8995,0.0,-4861.0
879,CTRP,2018-12-31,0.8473,0.9297,0.0,-6046.0
880,CTRP,2018-09-30,0.8584,0.9568,0.0,-6802.0
881,CTRP,2018-06-30,0.9997,1.1131,0.0,-4847.0
882,CTRP,2018-03-31,1.0869,1.1964,0.0,-4238.0
883,CTRP,2017-12-31,1.0999,1.2125,0.0,-2710.0
884,CTRP,2017-09-30,1.0813,1.2208,0.0,-2458.9194
885,CTRP,2017-06-30,1.1636,1.3151,0.0,-1762.8063
886,CTRP,2017-03-31,1.0659,1.2177,0.0,-1601.2454
887,CTRP,2016-12-31,1.0744,1.227,0.0,-2653.9728
888,CTRP,2016-09-30,1.1144,1.2467,0.0,-3289.7906
889,CTRP,2016-06-30,0.5248,0.6482,0.0,-3995.9892
890,GOLD,2019-06-30,1.2082,1.4478,3.063,1293.0
891,GOLD,2019-03-31,1.0852,1.2782,2.885,1136.0
892,GOLD,2018-12-31,0.943,1.0917,2.79,999.0
893,GOLD,2018-09-30,1.0955,1.2176,2.5681000000000003,962.0
894,GOLD,2018-06-30,0.9653,1.0551,2.6082,1190.0
895,GOLD,2018-03-31,1.404,1.5059,2.8903,1014.0
896,GOLD,2017-12-31,1.2788,1.4156,2.7749,1070.0
897,GOLD,2017-09-30,1.1651,1.294,2.74,1144.0
898,GOLD,2017-06-30,1.8926,2.0155,2.9783,1047.0
899,GOLD,2017-03-31,0.8664,0.9543,3.2827,858.0
900,GOLD,2016-12-31,1.3134,1.4502,2.9641,1095.0
901,GOLD,2016-09-30,1.3517,1.5891,2.9571,1089.0
902,GOLD,2016-06-30,1.4192,1.7047,2.9621,1072.0
903,ALGN,2019-06-30,0.9137,1.5728,9.3431,539.268
904,ALGN,2019-03-31,0.9101,1.5056,10.6556,485.258
905,ALGN,2018-12-31,1.0625,1.6969,11.8775,430.394
906,ALGN,2018-09-30,0.9789,1.6587,10.9816,426.069
907,ALGN,2018-06-30,1.2576,1.9183,10.448,372.879
908,ALGN,2018-03-31,1.2795,1.9773,11.0154,355.444
909,ALGN,2017-12-31,1.4429,2.0912,12.1208,319.101
910,ALGN,2017-09-30,1.4719,2.1683,10.3035,312.327
911,ALGN,2017-06-30,1.4171,2.1037,10.4128,280.874
912,ALGN,2017-03-31,1.4925,2.2232,9.7316,265.274
913,ALGN,2016-12-31,1.8069,2.5052,11.3563,245.95
914,ALGN,2016-09-30,1.7868,2.501,11.0023,238.229
915,ALGN,2016-06-30,1.9125,2.5569,11.6611,184.725
916,WLTW,2019-06-30,0.0472,0.1556,0.0,1865.0
917,WLTW,2019-03-31,0.0562,0.1608,0.0,1847.0
918,WLTW,2018-12-31,0.0675,0.223,0.0,2379.0
919,WLTW,2018-09-30,0.0599,0.1969,0.0,2132.0
920,WLTW,2018-06-30,0.0556,0.2017,0.0,2394.0
921,WLTW,2018-03-31,0.0604,0.2249,0.0,2600.0
922,WLTW,2017-12-31,0.0698,0.222,0.0,2246.0
923,WLTW,2017-09-30,0.0627,0.2107,0.0,2155.0
924,WLTW,2017-06-30,0.0567,0.2089,0.0,2288.0
925,WLTW,2017-03-31,0.0618,0.22,0.0,2307.0
